dteday,season,yr,hr,weekday,rider_type,riders,price,COGS,revenue,profit
11/5/2021,2,0,8,3,casual,21,3.99,1.24,83.79,82.55
11/5/2021,2,0,8,3,registered,421,3.99,1.24,1679.79,1678.55
11/5/2021,2,0,9,3,casual,21,3.99,1.24,83.79,82.55
11/5/2021,2,0,9,3,registered,182,3.99,1.24,726.18,724.94
11/6/2021,2,0,0,6,casual,28,3.99,1.24,111.72,110.48
11/6/2021,2,0,0,6,registered,89,3.99,1.24,355.11,353.87
11/6/2021,2,0,1,6,casual,10,3.99,1.24,39.9,38.66
11/6/2021,2,0,1,6,registered,67,3.99,1.24,267.33,266.09
11/6/2021,2,0,10,6,casual,91,3.99,1.24,363.09,361.85
11/6/2021,2,0,10,6,registered,173,3.99,1.24,690.27,689.03
11/6/2021,2,0,11,6,casual,110,3.99,1.24,438.9,437.66
11/6/2021,2,0,11,6,registered,215,3.99,1.24,857.85,856.61
11/6/2021,2,0,12,6,casual,112,3.99,1.24,446.88,445.64
11/6/2021,2,0,12,6,registered,235,3.99,1.24,937.65,936.41
11/6/2021,2,0,13,6,casual,150,3.99,1.24,598.5,597.26
11/6/2021,2,0,13,6,registered,237,3.99,1.24,945.63,944.39
11/6/2021,2,0,14,6,casual,148,3.99,1.24,590.52,589.28
11/6/2021,2,0,14,6,registered,232,3.99,1.24,925.68,924.44
11/6/2021,2,0,15,6,casual,142,3.99,1.24,566.58,565.34
11/6/2021,2,0,15,6,registered,232,3.99,1.24,925.68,924.44
11/6/2021,2,0,16,6,casual,169,3.99,1.24,674.31,673.07
11/6/2021,2,0,16,6,registered,225,3.99,1.24,897.75,896.51
11/6/2021,2,0,17,6,casual,147,3.99,1.24,586.53,585.29
11/6/2021,2,0,17,6,registered,190,3.99,1.24,758.1,756.86
11/6/2021,2,0,18,6,casual,131,3.99,1.24,522.69,521.45
11/6/2021,2,0,18,6,registered,155,3.99,1.24,618.45,617.21
11/6/2021,2,0,19,6,casual,97,3.99,1.24,387.03,385.79
11/6/2021,2,0,19,6,registered,167,3.99,1.24,666.33,665.09
11/6/2021,2,0,2,6,casual,10,3.99,1.24,39.9,38.66
11/6/2021,2,0,2,6,registered,50,3.99,1.24,199.5,198.26
11/6/2021,2,0,20,6,casual,95,3.99,1.24,379.05,377.81
11/6/2021,2,0,20,6,registered,180,3.99,1.24,718.2,716.96
11/6/2021,2,0,21,6,casual,76,3.99,1.24,303.24,302
11/6/2021,2,0,21,6,registered,144,3.99,1.24,574.56,573.32
11/6/2021,2,0,22,6,casual,53,3.99,1.24,211.47,210.23
11/6/2021,2,0,22,6,registered,137,3.99,1.24,546.63,545.39
11/6/2021,2,0,23,6,casual,24,3.99,1.24,95.76,94.52
11/6/2021,2,0,23,6,registered,107,3.99,1.24,426.93,425.69
11/6/2021,2,0,3,6,casual,10,3.99,1.24,39.9,38.66
11/6/2021,2,0,3,6,registered,18,3.99,1.24,71.82,70.58
11/6/2021,2,0,4,6,casual,4,3.99,1.24,15.96,14.72
11/6/2021,2,0,4,6,registered,9,3.99,1.24,35.91,34.67
11/6/2021,2,0,5,6,casual,4,3.99,1.24,15.96,14.72
11/6/2021,2,0,5,6,registered,12,3.99,1.24,47.88,46.64
11/6/2021,2,0,6,6,casual,9,3.99,1.24,35.91,34.67
11/6/2021,2,0,6,6,registered,31,3.99,1.24,123.69,122.45
11/6/2021,2,0,7,6,casual,18,3.99,1.24,71.82,70.58
11/6/2021,2,0,7,6,registered,50,3.99,1.24,199.5,198.26
11/6/2021,2,0,8,6,casual,32,3.99,1.24,127.68,126.44
11/6/2021,2,0,8,6,registered,111,3.99,1.24,442.89,441.65
11/6/2021,2,0,9,6,casual,59,3.99,1.24,235.41,234.17
11/6/2021,2,0,9,6,registered,171,3.99,1.24,682.29,681.05
11/7/2021,3,0,0,1,casual,10,3.99,1.24,39.9,38.66
11/7/2021,3,0,0,1,registered,25,3.99,1.24,99.75,98.51
11/7/2021,3,0,1,1,casual,5,3.99,1.24,19.95,18.71
11/7/2021,3,0,1,1,registered,5,3.99,1.24,19.95,18.71
11/7/2021,3,0,10,1,casual,44,3.99,1.24,175.56,174.32
11/7/2021,3,0,10,1,registered,73,3.99,1.24,291.27,290.03
11/7/2021,3,0,11,1,casual,39,3.99,1.24,155.61,154.37
11/7/2021,3,0,11,1,registered,89,3.99,1.24,355.11,353.87
11/7/2021,3,0,12,1,casual,40,3.99,1.24,159.6,158.36
11/7/2021,3,0,12,1,registered,108,3.99,1.24,430.92,429.68
11/7/2021,3,0,13,1,casual,22,3.99,1.24,87.78,86.54
11/7/2021,3,0,13,1,registered,119,3.99,1.24,474.81,473.57
11/7/2021,3,0,14,1,casual,40,3.99,1.24,159.6,158.36
11/7/2021,3,0,14,1,registered,94,3.99,1.24,375.06,373.82
11/7/2021,3,0,15,1,casual,38,3.99,1.24,151.62,150.38
11/7/2021,3,0,15,1,registered,108,3.99,1.24,430.92,429.68
11/7/2021,3,0,16,1,casual,57,3.99,1.24,227.43,226.19
11/7/2021,3,0,16,1,registered,182,3.99,1.24,726.18,724.94
11/7/2021,3,0,17,1,casual,59,3.99,1.24,235.41,234.17
11/7/2021,3,0,17,1,registered,455,3.99,1.24,1815.45,1814.21
11/7/2021,3,0,18,1,casual,57,3.99,1.24,227.43,226.19
11/7/2021,3,0,18,1,registered,415,3.99,1.24,1655.85,1654.61
11/7/2021,3,0,19,1,casual,80,3.99,1.24,319.2,317.96
11/7/2021,3,0,19,1,registered,293,3.99,1.24,1169.07,1167.83
11/7/2021,3,0,2,1,casual,8,3.99,1.24,31.92,30.68
11/7/2021,3,0,2,1,registered,4,3.99,1.24,15.96,14.72
11/7/2021,3,0,20,1,casual,42,3.99,1.24,167.58,166.34
11/7/2021,3,0,20,1,registered,194,3.99,1.24,774.06,772.82
11/7/2021,3,0,21,1,casual,21,3.99,1.24,83.79,82.55
11/7/2021,3,0,21,1,registered,109,3.99,1.24,434.91,433.67
11/7/2021,3,0,22,1,casual,20,3.99,1.24,79.8,78.56
11/7/2021,3,0,22,1,registered,70,3.99,1.24,279.3,278.06
11/7/2021,3,0,23,1,casual,11,3.99,1.24,43.89,42.65
11/7/2021,3,0,23,1,registered,44,3.99,1.24,175.56,174.32
11/7/2021,3,0,3,1,casual,2,3.99,1.24,7.98,6.74
11/7/2021,3,0,3,1,registered,8,3.99,1.24,31.92,30.68
11/7/2021,3,0,4,1,casual,0,3.99,1.24,0,-1.24
11/7/2021,3,0,4,1,registered,4,3.99,1.24,15.96,14.72
11/7/2021,3,0,5,1,casual,5,3.99,1.24,19.95,18.71
11/7/2021,3,0,5,1,registered,21,3.99,1.24,83.79,82.55
11/7/2021,3,0,6,1,casual,19,3.99,1.24,75.81,74.57
11/7/2021,3,0,6,1,registered,102,3.99,1.24,406.98,405.74
11/7/2021,3,0,7,1,casual,28,3.99,1.24,111.72,110.48
11/7/2021,3,0,7,1,registered,289,3.99,1.24,1153.11,1151.87
11/7/2021,3,0,8,1,casual,35,3.99,1.24,139.65,138.41
11/7/2021,3,0,8,1,registered,385,3.99,1.24,1536.15,1534.91
11/7/2021,3,0,9,1,casual,41,3.99,1.24,163.59,162.35
11/7/2021,3,0,9,1,registered,167,3.99,1.24,666.33,665.09
11/8/2021,3,0,0,4,casual,6,3.99,1.24,23.94,22.7
11/8/2021,3,0,0,4,registered,40,3.99,1.24,159.6,158.36
11/8/2021,3,0,1,4,casual,9,3.99,1.24,35.91,34.67
11/8/2021,3,0,1,4,registered,17,3.99,1.24,67.83,66.59
11/8/2021,3,0,10,4,casual,36,3.99,1.24,143.64,142.4
11/8/2021,3,0,10,4,registered,96,3.99,1.24,383.04,381.8
11/8/2021,3,0,11,4,casual,59,3.99,1.24,235.41,234.17
11/8/2021,3,0,11,4,registered,128,3.99,1.24,510.72,509.48
11/8/2021,3,0,12,4,casual,50,3.99,1.24,199.5,198.26
11/8/2021,3,0,12,4,registered,164,3.99,1.24,654.36,653.12
11/8/2021,3,0,13,4,casual,51,3.99,1.24,203.49,202.25
11/8/2021,3,0,13,4,registered,166,3.99,1.24,662.34,661.1
11/8/2021,3,0,14,4,casual,39,3.99,1.24,155.61,154.37
11/8/2021,3,0,14,4,registered,103,3.99,1.24,410.97,409.73
11/8/2021,3,0,15,4,casual,52,3.99,1.24,207.48,206.24
11/8/2021,3,0,15,4,registered,126,3.99,1.24,502.74,501.5
11/8/2021,3,0,16,4,casual,57,3.99,1.24,227.43,226.19
11/8/2021,3,0,16,4,registered,241,3.99,1.24,961.59,960.35
11/8/2021,3,0,17,4,casual,96,3.99,1.24,383.04,381.8
11/8/2021,3,0,17,4,registered,486,3.99,1.24,1939.14,1937.9
11/8/2021,3,0,18,4,casual,74,3.99,1.24,295.26,294.02
11/8/2021,3,0,18,4,registered,497,3.99,1.24,1983.03,1981.79
11/8/2021,3,0,19,4,casual,48,3.99,1.24,191.52,190.28
11/8/2021,3,0,19,4,registered,323,3.99,1.24,1288.77,1287.53
11/8/2021,3,0,2,4,casual,3,3.99,1.24,11.97,10.73
11/8/2021,3,0,2,4,registered,8,3.99,1.24,31.92,30.68
11/8/2021,3,0,20,4,casual,56,3.99,1.24,223.44,222.2
11/8/2021,3,0,20,4,registered,232,3.99,1.24,925.68,924.44
11/8/2021,3,0,21,4,casual,35,3.99,1.24,139.65,138.41
11/8/2021,3,0,21,4,registered,171,3.99,1.24,682.29,681.05
11/8/2021,3,0,22,4,casual,34,3.99,1.24,135.66,134.42
11/8/2021,3,0,22,4,registered,123,3.99,1.24,490.77,489.53
11/8/2021,3,0,23,4,casual,22,3.99,1.24,87.78,86.54
11/8/2021,3,0,23,4,registered,105,3.99,1.24,418.95,417.71
11/8/2021,3,0,3,4,casual,2,3.99,1.24,7.98,6.74
11/8/2021,3,0,3,4,registered,7,3.99,1.24,27.93,26.69
11/8/2021,3,0,4,4,casual,1,3.99,1.24,3.99,2.75
11/8/2021,3,0,4,4,registered,4,3.99,1.24,15.96,14.72
11/8/2021,3,0,5,4,casual,2,3.99,1.24,7.98,6.74
11/8/2021,3,0,5,4,registered,23,3.99,1.24,91.77,90.53
11/8/2021,3,0,6,4,casual,5,3.99,1.24,19.95,18.71
11/8/2021,3,0,6,4,registered,101,3.99,1.24,402.99,401.75
11/8/2021,3,0,7,4,casual,15,3.99,1.24,59.85,58.61
11/8/2021,3,0,7,4,registered,292,3.99,1.24,1165.08,1163.84
11/8/2021,3,0,8,4,casual,29,3.99,1.24,115.71,114.47
11/8/2021,3,0,8,4,registered,361,3.99,1.24,1440.39,1439.15
11/8/2021,3,0,9,4,casual,31,3.99,1.24,123.69,122.45
11/8/2021,3,0,9,4,registered,166,3.99,1.24,662.34,661.1
11/9/2021,3,0,0,0,casual,29,3.99,1.24,115.71,114.47
11/9/2021,3,0,0,0,registered,79,3.99,1.24,315.21,313.97
11/9/2021,3,0,1,0,casual,22,3.99,1.24,87.78,86.54
11/9/2021,3,0,1,0,registered,66,3.99,1.24,263.34,262.1
11/9/2021,3,0,10,0,casual,120,3.99,1.24,478.8,477.56
11/9/2021,3,0,10,0,registered,214,3.99,1.24,853.86,852.62
11/9/2021,3,0,11,0,casual,144,3.99,1.24,574.56,573.32
11/9/2021,3,0,11,0,registered,258,3.99,1.24,1029.42,1028.18
11/9/2021,3,0,12,0,casual,113,3.99,1.24,450.87,449.63
11/9/2021,3,0,12,0,registered,298,3.99,1.24,1189.02,1187.78
11/9/2021,3,0,13,0,casual,119,3.99,1.24,474.81,473.57
11/9/2021,3,0,13,0,registered,231,3.99,1.24,921.69,920.45
11/9/2021,3,0,14,0,casual,120,3.99,1.24,478.8,477.56
11/9/2021,3,0,14,0,registered,222,3.99,1.24,885.78,884.54
11/9/2021,3,0,15,0,casual,134,3.99,1.24,534.66,533.42
11/9/2021,3,0,15,0,registered,270,3.99,1.24,1077.3,1076.06
11/9/2021,3,0,16,0,casual,180,3.99,1.24,718.2,716.96
11/9/2021,3,0,16,0,registered,303,3.99,1.24,1208.97,1207.73
11/9/2021,3,0,17,0,casual,152,3.99,1.24,606.48,605.24
11/9/2021,3,0,17,0,registered,228,3.99,1.24,909.72,908.48
11/9/2021,3,0,18,0,casual,110,3.99,1.24,438.9,437.66
11/9/2021,3,0,18,0,registered,229,3.99,1.24,913.71,912.47
11/9/2021,3,0,19,0,casual,101,3.99,1.24,402.99,401.75
11/9/2021,3,0,19,0,registered,232,3.99,1.24,925.68,924.44
11/9/2021,3,0,2,0,casual,16,3.99,1.24,63.84,62.6
11/9/2021,3,0,2,0,registered,60,3.99,1.24,239.4,238.16
11/9/2021,3,0,20,0,casual,65,3.99,1.24,259.35,258.11
11/9/2021,3,0,20,0,registered,161,3.99,1.24,642.39,641.15
11/9/2021,3,0,21,0,casual,45,3.99,1.24,179.55,178.31
11/9/2021,3,0,21,0,registered,114,3.99,1.24,454.86,453.62
11/9/2021,3,0,22,0,casual,21,3.99,1.24,83.79,82.55
11/9/2021,3,0,22,0,registered,74,3.99,1.24,295.26,294.02
11/9/2021,3,0,23,0,casual,12,3.99,1.24,47.88,46.64
11/9/2021,3,0,23,0,registered,33,3.99,1.24,131.67,130.43
11/9/2021,3,0,3,0,casual,15,3.99,1.24,59.85,58.61
11/9/2021,3,0,3,0,registered,30,3.99,1.24,119.7,118.46
11/9/2021,3,0,4,0,casual,3,3.99,1.24,11.97,10.73
11/9/2021,3,0,4,0,registered,6,3.99,1.24,23.94,22.7
11/9/2021,3,0,5,0,casual,15,3.99,1.24,59.85,58.61
11/9/2021,3,0,5,0,registered,24,3.99,1.24,95.76,94.52
11/9/2021,3,0,6,0,casual,4,3.99,1.24,15.96,14.72
11/9/2021,3,0,6,0,registered,16,3.99,1.24,63.84,62.6
11/9/2021,3,0,7,0,casual,9,3.99,1.24,35.91,34.67
11/9/2021,3,0,7,0,registered,28,3.99,1.24,111.72,110.48
11/9/2021,3,0,8,0,casual,25,3.99,1.24,99.75,98.51
11/9/2021,3,0,8,0,registered,69,3.99,1.24,275.31,274.07
11/9/2021,3,0,9,0,casual,59,3.99,1.24,235.41,234.17
11/9/2021,3,0,9,0,registered,168,3.99,1.24,670.32,669.08
12/1/2021,1,0,0,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,0,3,registered,7,3.99,1.24,27.93,26.69
12/1/2021,1,0,1,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,1,3,registered,6,3.99,1.24,23.94,22.7
12/1/2021,1,0,10,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,10,3,registered,39,3.99,1.24,155.61,154.37
12/1/2021,1,0,11,3,casual,3,3.99,1.24,11.97,10.73
12/1/2021,1,0,11,3,registered,32,3.99,1.24,127.68,126.44
12/1/2021,1,0,12,3,casual,3,3.99,1.24,11.97,10.73
12/1/2021,1,0,12,3,registered,52,3.99,1.24,207.48,206.24
12/1/2021,1,0,13,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,13,3,registered,49,3.99,1.24,195.51,194.27
12/1/2021,1,0,14,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,14,3,registered,44,3.99,1.24,175.56,174.32
12/1/2021,1,0,15,3,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,15,3,registered,48,3.99,1.24,191.52,190.28
12/1/2021,1,0,16,3,casual,5,3.99,1.24,19.95,18.71
12/1/2021,1,0,16,3,registered,63,3.99,1.24,251.37,250.13
12/1/2021,1,0,17,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,17,3,registered,139,3.99,1.24,554.61,553.37
12/1/2021,1,0,18,3,casual,2,3.99,1.24,7.98,6.74
12/1/2021,1,0,18,3,registered,135,3.99,1.24,538.65,537.41
12/1/2021,1,0,19,3,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,19,3,registered,82,3.99,1.24,327.18,325.94
12/1/2021,1,0,2,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,2,3,registered,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,20,3,casual,2,3.99,1.24,7.98,6.74
12/1/2021,1,0,20,3,registered,54,3.99,1.24,215.46,214.22
12/1/2021,1,0,21,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,21,3,registered,57,3.99,1.24,227.43,226.19
12/1/2021,1,0,22,3,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,22,3,registered,32,3.99,1.24,127.68,126.44
12/1/2021,1,0,23,3,casual,1,3.99,1.24,3.99,2.75
12/1/2021,1,0,23,3,registered,19,3.99,1.24,75.81,74.57
12/1/2021,1,0,5,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,5,3,registered,5,3.99,1.24,19.95,18.71
12/1/2021,1,0,6,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,6,3,registered,16,3.99,1.24,63.84,62.6
12/1/2021,1,0,7,3,casual,0,3.99,1.24,0,-1.24
12/1/2021,1,0,7,3,registered,54,3.99,1.24,215.46,214.22
12/1/2021,1,0,8,3,casual,3,3.99,1.24,11.97,10.73
12/1/2021,1,0,8,3,registered,125,3.99,1.24,498.75,497.51
12/1/2021,1,0,9,3,casual,3,3.99,1.24,11.97,10.73
12/1/2021,1,0,9,3,registered,78,3.99,1.24,311.22,309.98
12/10/2021,4,0,0,3,casual,2,3.99,1.24,7.98,6.74
12/10/2021,4,0,0,3,registered,23,3.99,1.24,91.77,90.53
12/10/2021,4,0,1,3,casual,2,3.99,1.24,7.98,6.74
12/10/2021,4,0,1,3,registered,8,3.99,1.24,31.92,30.68
12/10/2021,4,0,10,3,casual,15,3.99,1.24,59.85,58.61
12/10/2021,4,0,10,3,registered,98,3.99,1.24,391.02,389.78
12/10/2021,4,0,11,3,casual,18,3.99,1.24,71.82,70.58
12/10/2021,4,0,11,3,registered,102,3.99,1.24,406.98,405.74
12/10/2021,4,0,12,3,casual,9,3.99,1.24,35.91,34.67
12/10/2021,4,0,12,3,registered,53,3.99,1.24,211.47,210.23
12/10/2021,4,0,13,3,casual,25,3.99,1.24,99.75,98.51
12/10/2021,4,0,13,3,registered,76,3.99,1.24,303.24,302
12/10/2021,4,0,14,3,casual,8,3.99,1.24,31.92,30.68
12/10/2021,4,0,14,3,registered,70,3.99,1.24,279.3,278.06
12/10/2021,4,0,15,3,casual,3,3.99,1.24,11.97,10.73
12/10/2021,4,0,15,3,registered,42,3.99,1.24,167.58,166.34
12/10/2021,4,0,16,3,casual,5,3.99,1.24,19.95,18.71
12/10/2021,4,0,16,3,registered,50,3.99,1.24,199.5,198.26
12/10/2021,4,0,17,3,casual,16,3.99,1.24,63.84,62.6
12/10/2021,4,0,17,3,registered,235,3.99,1.24,937.65,936.41
12/10/2021,4,0,18,3,casual,11,3.99,1.24,43.89,42.65
12/10/2021,4,0,18,3,registered,161,3.99,1.24,642.39,641.15
12/10/2021,4,0,19,3,casual,7,3.99,1.24,27.93,26.69
12/10/2021,4,0,19,3,registered,102,3.99,1.24,406.98,405.74
12/10/2021,4,0,2,3,casual,0,3.99,1.24,0,-1.24
12/10/2021,4,0,2,3,registered,2,3.99,1.24,7.98,6.74
12/10/2021,4,0,20,3,casual,9,3.99,1.24,35.91,34.67
12/10/2021,4,0,20,3,registered,81,3.99,1.24,323.19,321.95
12/10/2021,4,0,21,3,casual,9,3.99,1.24,35.91,34.67
12/10/2021,4,0,21,3,registered,74,3.99,1.24,295.26,294.02
12/10/2021,4,0,22,3,casual,3,3.99,1.24,11.97,10.73
12/10/2021,4,0,22,3,registered,40,3.99,1.24,159.6,158.36
12/10/2021,4,0,23,3,casual,13,3.99,1.24,51.87,50.63
12/10/2021,4,0,23,3,registered,41,3.99,1.24,163.59,162.35
12/10/2021,4,0,3,3,casual,0,3.99,1.24,0,-1.24
12/10/2021,4,0,3,3,registered,2,3.99,1.24,7.98,6.74
12/10/2021,4,0,4,3,casual,1,3.99,1.24,3.99,2.75
12/10/2021,4,0,4,3,registered,6,3.99,1.24,23.94,22.7
12/10/2021,4,0,5,3,casual,0,3.99,1.24,0,-1.24
12/10/2021,4,0,5,3,registered,22,3.99,1.24,87.78,86.54
12/10/2021,4,0,6,3,casual,5,3.99,1.24,19.95,18.71
12/10/2021,4,0,6,3,registered,107,3.99,1.24,426.93,425.69
12/10/2021,4,0,7,3,casual,15,3.99,1.24,59.85,58.61
12/10/2021,4,0,7,3,registered,244,3.99,1.24,973.56,972.32
12/10/2021,4,0,8,3,casual,27,3.99,1.24,107.73,106.49
12/10/2021,4,0,8,3,registered,377,3.99,1.24,1504.23,1502.99
12/10/2021,4,0,9,3,casual,14,3.99,1.24,55.86,54.62
12/10/2021,4,0,9,3,registered,183,3.99,1.24,730.17,728.93
12/11/2021,4,0,0,6,casual,12,3.99,1.24,47.88,46.64
12/11/2021,4,0,0,6,registered,52,3.99,1.24,207.48,206.24
12/11/2021,4,0,1,6,casual,9,3.99,1.24,35.91,34.67
12/11/2021,4,0,1,6,registered,45,3.99,1.24,179.55,178.31
12/11/2021,4,0,10,6,casual,62,3.99,1.24,247.38,246.14
12/11/2021,4,0,10,6,registered,170,3.99,1.24,678.3,677.06
12/11/2021,4,0,11,6,casual,102,3.99,1.24,406.98,405.74
12/11/2021,4,0,11,6,registered,213,3.99,1.24,849.87,848.63
12/11/2021,4,0,12,6,casual,142,3.99,1.24,566.58,565.34
12/11/2021,4,0,12,6,registered,224,3.99,1.24,893.76,892.52
12/11/2021,4,0,13,6,casual,128,3.99,1.24,510.72,509.48
12/11/2021,4,0,13,6,registered,225,3.99,1.24,897.75,896.51
12/11/2021,4,0,14,6,casual,191,3.99,1.24,762.09,760.85
12/11/2021,4,0,14,6,registered,244,3.99,1.24,973.56,972.32
12/11/2021,4,0,15,6,casual,165,3.99,1.24,658.35,657.11
12/11/2021,4,0,15,6,registered,221,3.99,1.24,881.79,880.55
12/11/2021,4,0,16,6,casual,137,3.99,1.24,546.63,545.39
12/11/2021,4,0,16,6,registered,224,3.99,1.24,893.76,892.52
12/11/2021,4,0,17,6,casual,92,3.99,1.24,367.08,365.84
12/11/2021,4,0,17,6,registered,193,3.99,1.24,770.07,768.83
12/11/2021,4,0,18,6,casual,53,3.99,1.24,211.47,210.23
12/11/2021,4,0,18,6,registered,150,3.99,1.24,598.5,597.26
12/11/2021,4,0,19,6,casual,32,3.99,1.24,127.68,126.44
12/11/2021,4,0,19,6,registered,139,3.99,1.24,554.61,553.37
12/11/2021,4,0,2,6,casual,7,3.99,1.24,27.93,26.69
12/11/2021,4,0,2,6,registered,39,3.99,1.24,155.61,154.37
12/11/2021,4,0,20,6,casual,31,3.99,1.24,123.69,122.45
12/11/2021,4,0,20,6,registered,101,3.99,1.24,402.99,401.75
12/11/2021,4,0,21,6,casual,19,3.99,1.24,75.81,74.57
12/11/2021,4,0,21,6,registered,103,3.99,1.24,410.97,409.73
12/11/2021,4,0,22,6,casual,30,3.99,1.24,119.7,118.46
12/11/2021,4,0,22,6,registered,88,3.99,1.24,351.12,349.88
12/11/2021,4,0,23,6,casual,23,3.99,1.24,91.77,90.53
12/11/2021,4,0,23,6,registered,78,3.99,1.24,311.22,309.98
12/11/2021,4,0,3,6,casual,4,3.99,1.24,15.96,14.72
12/11/2021,4,0,3,6,registered,13,3.99,1.24,51.87,50.63
12/11/2021,4,0,4,6,casual,0,3.99,1.24,0,-1.24
12/11/2021,4,0,4,6,registered,7,3.99,1.24,27.93,26.69
12/11/2021,4,0,5,6,casual,1,3.99,1.24,3.99,2.75
12/11/2021,4,0,5,6,registered,3,3.99,1.24,11.97,10.73
12/11/2021,4,0,6,6,casual,0,3.99,1.24,0,-1.24
12/11/2021,4,0,6,6,registered,7,3.99,1.24,27.93,26.69
12/11/2021,4,0,7,6,casual,3,3.99,1.24,11.97,10.73
12/11/2021,4,0,7,6,registered,24,3.99,1.24,95.76,94.52
12/11/2021,4,0,8,6,casual,14,3.99,1.24,55.86,54.62
12/11/2021,4,0,8,6,registered,87,3.99,1.24,347.13,345.89
12/11/2021,4,0,9,6,casual,18,3.99,1.24,71.82,70.58
12/11/2021,4,0,9,6,registered,142,3.99,1.24,566.58,565.34
12/12/2021,4,0,0,1,casual,4,3.99,1.24,15.96,14.72
12/12/2021,4,0,0,1,registered,16,3.99,1.24,63.84,62.6
12/12/2021,4,0,1,1,casual,0,3.99,1.24,0,-1.24
12/12/2021,4,0,1,1,registered,9,3.99,1.24,35.91,34.67
12/12/2021,4,0,10,1,casual,14,3.99,1.24,55.86,54.62
12/12/2021,4,0,10,1,registered,91,3.99,1.24,363.09,361.85
12/12/2021,4,0,11,1,casual,15,3.99,1.24,59.85,58.61
12/12/2021,4,0,11,1,registered,100,3.99,1.24,399,397.76
12/12/2021,4,0,12,1,casual,7,3.99,1.24,27.93,26.69
12/12/2021,4,0,12,1,registered,138,3.99,1.24,550.62,549.38
12/12/2021,4,0,13,1,casual,13,3.99,1.24,51.87,50.63
12/12/2021,4,0,13,1,registered,153,3.99,1.24,610.47,609.23
12/12/2021,4,0,14,1,casual,16,3.99,1.24,63.84,62.6
12/12/2021,4,0,14,1,registered,95,3.99,1.24,379.05,377.81
12/12/2021,4,0,15,1,casual,8,3.99,1.24,31.92,30.68
12/12/2021,4,0,15,1,registered,124,3.99,1.24,494.76,493.52
12/12/2021,4,0,16,1,casual,5,3.99,1.24,19.95,18.71
12/12/2021,4,0,16,1,registered,209,3.99,1.24,833.91,832.67
12/12/2021,4,0,17,1,casual,7,3.99,1.24,27.93,26.69
12/12/2021,4,0,17,1,registered,352,3.99,1.24,1404.48,1403.24
12/12/2021,4,0,18,1,casual,8,3.99,1.24,31.92,30.68
12/12/2021,4,0,18,1,registered,349,3.99,1.24,1392.51,1391.27
12/12/2021,4,0,19,1,casual,9,3.99,1.24,35.91,34.67
12/12/2021,4,0,19,1,registered,232,3.99,1.24,925.68,924.44
12/12/2021,4,0,2,1,casual,0,3.99,1.24,0,-1.24
12/12/2021,4,0,2,1,registered,4,3.99,1.24,15.96,14.72
12/12/2021,4,0,20,1,casual,8,3.99,1.24,31.92,30.68
12/12/2021,4,0,20,1,registered,157,3.99,1.24,626.43,625.19
12/12/2021,4,0,21,1,casual,2,3.99,1.24,7.98,6.74
12/12/2021,4,0,21,1,registered,119,3.99,1.24,474.81,473.57
12/12/2021,4,0,22,1,casual,0,3.99,1.24,0,-1.24
12/12/2021,4,0,22,1,registered,71,3.99,1.24,283.29,282.05
12/12/2021,4,0,23,1,casual,3,3.99,1.24,11.97,10.73
12/12/2021,4,0,23,1,registered,42,3.99,1.24,167.58,166.34
12/12/2021,4,0,3,1,casual,0,3.99,1.24,0,-1.24
12/12/2021,4,0,3,1,registered,2,3.99,1.24,7.98,6.74
12/12/2021,4,0,4,1,casual,0,3.99,1.24,0,-1.24
12/12/2021,4,0,4,1,registered,3,3.99,1.24,11.97,10.73
12/12/2021,4,0,5,1,casual,0,3.99,1.24,0,-1.24
12/12/2021,4,0,5,1,registered,21,3.99,1.24,83.79,82.55
12/12/2021,4,0,6,1,casual,1,3.99,1.24,3.99,2.75
12/12/2021,4,0,6,1,registered,63,3.99,1.24,251.37,250.13
12/12/2021,4,0,7,1,casual,4,3.99,1.24,15.96,14.72
12/12/2021,4,0,7,1,registered,231,3.99,1.24,921.69,920.45
12/12/2021,4,0,8,1,casual,7,3.99,1.24,27.93,26.69
12/12/2021,4,0,8,1,registered,378,3.99,1.24,1508.22,1506.98
12/12/2021,4,0,9,1,casual,12,3.99,1.24,47.88,46.64
12/12/2021,4,0,9,1,registered,208,3.99,1.24,829.92,828.68
12/2/2021,1,0,0,6,casual,3,3.99,1.24,11.97,10.73
12/2/2021,1,0,0,6,registered,27,3.99,1.24,107.73,106.49
12/2/2021,1,0,1,6,casual,2,3.99,1.24,7.98,6.74
